content,rating
亚运会后出行人太多了求了一串十八籽求姻缘平安健康,好评
还可以，风景如画，下次还来游玩！,好评
还不错，逛逛看看，挺好挺好,好评
还行吧，没有逛完就走了，主要是太热，人又多,好评
出票快，可以的，很方便。,好评
方便快捷，真实有效，继续加油吧！,好评
网上订票方便，灵隐寺一定要去。,好评
使用很方便，家人很喜欢,好评
父母很喜欢，使用很方便,好评
挺方便的，扫码就进去了,好评
使用很方便，家人都喜欢。,好评
总体来说很不错，层层递进,好评
便宜划算，买了就可以直接用方便,好评
购票方便快捷。神圣的地方！,好评
直接刷码就可以进，很方便,好评
方便是方便就是没优惠，唉，木有吸引力哦！,好评
哈哈哈哈哈哈哈哈哈哈哈好好,好评
不错，灵隐寺还是很壮观的，带孩子来感受感受,好评
很好，下次还会再来。,好评
人多的不得了，唯一感,好评
不错，带孩子来的，还是可以的,好评
挺大，腿累断了,好评
密密麻麻全是人山人海,好评
很好，这个时间去很热,好评
虽然人多，但是挺好的,好评
雅居啥都不能佛佛是哥哥行,好评
方便方便，便宜便宜。,好评
还行开放时间：6点30,好评
挺不错的，站在塔顶看西湖，真的很美,好评
那日，也有风雨也有晴。,好评
灵隐十八籽已求，非常好,好评
挺好走起来太累，必须做索道上去走下来比较不错,好评
灵隐寺，又云林寺，在杭州市西湖区，背靠北高峰，面朝飞来峰，始建于东晋咸和元年，占地面积约87000平方米。来这里的人真的是超级多哦，虽然公交车也是极多的，但是碰上周末，公交车、出租车、私家车完全是供不应求，而且开车没有步行快啊。灵隐寺主要由天王殿、大雄宝殿、药师殿、法堂、华严殿为中轴线，两边附以五百罗汉堂、济公殿、华严阁、大悲楼、方丈楼等建筑构成。人很多，我们就是沿着人群在走，慢慢的逛着一个又一个的大殿，其实具体哪一个现在会议也忘记了，我唯一记得的就是济公殿，可惜我没有看到井，没有看到那根飘着的木头，唯一遗憾的。济公殿殿如其名啊，老远就能闻到济公特有的味道，那个臭味为什么可以消散不去呢？心诚则灵，如果你有所求，一定要诚信诚意，然后回家以后一定要更加努力，这样才会真的灵验。,好评
这次行程出乎意料的好，风景很好，灵隐寺真的值得游览，果然是佛教胜地，香火很旺，要特别提下我们的小导游小吴，是我遇到的最好的导游哦，亲切而且知识很丰富，半天相处下来，都有点不舍得让她走了，哈哈，讲解的很仔细，而且讲解范围也很广，知道了很多相关知识，总之是非常棒的一个导游，给她点个赞！,好评
同程plus购票方便还省钱，超划算，不然要45元，因为时间关系没爬山‍，仅仅顺路远观了摩崖佛像，真是一派“海天佛国”景象。赞！购票主要还是为进大名顶顶的“灵隐寺”，还需另捐30元香花券（门票）。,好评
网上购票很方便，省去了排队一系列，进入景区就开始很详细的指引，也有很多红背心提供爱心服务，我先去了茶文化村街道，因为走错路了，景区门口的大牌子写着灵隐寺，就以为不是飞来峰……结果跑了好远才发现不对，幸好及时询问，原来就是从灵隐寺的大门牌匾进入！里面的飞来峰很壮观！溶洞也很有意思，石刻很多，放生池里的小乌龟小鱼自由自在，进入灵隐寺是要额外三十块香火钱的，会和你三只香，售票处阿姨很有耐心，微笑。值得一去的寺庙，干净，宏伟，壮观。不是很累，可以每个殿都看一下。城城订票太方便。出门就靠它了！,好评
主要是为了看灵隐寺，没有失望，依山而建的灵隐寺很值得去看，一进飞来峰景区，右侧就可以一路看到很多石壁上刻的佛像，进入灵隐寺更是气势磅礴，一路上山，更是雄伟壮观,好评
同程上买票进景区非常方便，直接刷身份证就可以。灵隐寺非常灵验，这次起了个大早，在寺庙门口排队购票，进入寺庙后自己也无需购买香烛，寺里提供三柱清香。正好这个月20-29号在药师殿有法会，8点半在药师殿聆听师傅们诵经，弘扬佛法，心中杂念感觉祛除了不少。如果不信仰佛教的游客，可以沿着景区左手边的飞来峰慢慢逛，山上有很多石刻佛像，宝相庄严。依山傍水，古木丛生，到处都是郁郁葱葱，非常阴凉。无论是空气还是心灵在这里都能得到净化。山上还有个永福寺，爬到高处大雄宝殿，还有个望远镜，可以清晰看到远处西湖上繁忙穿梭的游船。,好评
plus会员买票才25一张，一下便宜20超级值呀，五一四天就省了80块钱，灵隐寺很美，如果游人没那么多的话就更好了，买了飞来峰的门票，要进灵隐寺里面还需买单独购买灵隐寺门票哦，景区其他两个寺庙不收门票,好评
光顾着逛寺没怎么转飞来峰，峰壁上很多石刻；附近寺院进去都要另收香火钱，附送几根香；灵隐寺很大，饭堂后门找进去内部更是大，即便人很多也一定能找到清净的拍照点，黄壁青竹，檐角直垂长长莲串，古意斐然，外圈庙宇香火缭绕，香众不绝，总之人多也值得一去；继续往上走有韬光寺永福寺，永福就在灵隐旁边，走上去有好几处院落，林阁交叠，中有灌木小溪石桥流水，颇为雅致；韬光要高些，再往上走是北高峰，最有名还是“楼观沧海日，门对浙江潮”，可惜楼不能登，台前景色只余一角水色，实属一般，还不如去茶博山顶看的景阔,好评
◆这次在朋友的建议下二刷灵隐景区和灵隐寺，主要为了完成佛足环线的心愿。◆佛足环线是把上中下天竺寺和灵隐寺永福寺五座寺庙串成一条环线，既形似佛祖的脚又像一串佛珠，故名佛足环线。◆灵隐景区包含飞来峰、永福寺、韬光寺三个景点，再加上灵隐寺，景点文化丰富，景区范围广袤，如果细细的玩，可以在里面玩上小半天。,好评
同程购票，刷身份证入园，方便快捷！免去现场排队等候时间！带着老人孩子一起去的，爬了3座山，老人又点体力不支。飞来峰顶。北高峰可以直接爬韬光寺那座山，爬到顶峰后再到北高峰乘坐缆车下山，下山出来就是公交枢纽，假期出行，公交非常方便！坐7路或者407到了植物园。缆车20元每位，小朋友半价。北高峰可以远翘西湖美景，俯瞰翠绿茶园……,好评
网上订票很方便，入园刷订票人身份证就可以了。10月4日上午去了灵隐飞来峰、灵隐寺，早上进公园时人不多，中午出公园已是人山人海。出了公园出租车都打不打。下午去了岳王庙及西湖。坐船上了西湖的三潭印月湖心岛，再回花港观鱼岸上由于人太多排队等船将近一个小时。国庆长假游玩的人太多了，最好错峰出行。,好评
进灵隐寺要先进飞来峰景区，灵隐寺真心很大，三个小时才祈福完，进入灵隐寺先要购买香花券，随后会有三支香赠送，大殿罗汉堂济公活佛等一一祈福，从灵隐寺出来进入飞山峰，山不高但会很陡峭，但也不虚此行。,好评
第二次来，风景很好的，只是雨太密了，几个人都不想往上爬太多，烧完香，上去了两个殿就下来了。西湖景区是个好地方，山美水美。同程plus会员真是厉害，便宜两个人一人二十，随时订票随时用，好评好评。没拍几张照片，都是菩萨，拍了大不敬。哈哈哈,好评
飞来峰现场购票成人45元/位，同程网购买25元/位，节省50元很好。进去灵隐寺还需要购买成人30元/位鲜花券，本人进去给佛主烧了三根香。感慨灵隐寺的香火真的很旺盛啊。参天大树很多，以香樟树为多。,好评
在同程上购票很方便，进门刷一下身份证，免去了排队。我办了个会员一张票还减了20元。景区里人是真的多，可以说是香火旺盛啊。我们又买了寺庙票拜了菩萨求全家平安，旅途圆满结束。,好评
总体感觉不错，知道杭州限行特地选了单号车牌去，很方便景区停车场进园也方便，里面风景很美，山体上都是各种佛！有一条河也很好玩可以走走感受下溪水！里面有很多鱼之类的，美中不足的是河里还有好多老鼠也在游来游去，呵呵,好评
第二次来了，第一次来是七年前，第二次来一切风景依旧，只是心境已转。,好评
五一假期来的，人好多啊，网上买票很方便，刷手机就能进，景色很美，等下次不敢上假期来，好好逛逛，门口的素食自助很好吃，三十一个人好几十种菜，性价比很高,好评
飞来峰景区门票45元，入灵隐寺30元，花10元能座电瓶车兜一圈，不错。,好评
主要是寺庙挺多的，飞来峰倒不高，风景不错，值得一逛，然后在软件买票还有减价，挺好的，建议走着上山参观，然后坐缆车下来，减少膝盖损伤,好评
景区总体一般般吧灵隐寺还得另外购买门票要30元觉得香火钱高了收个10元好的很了,好评
无需取票，直接刷二维码进。风景不错，就是人太多，里面另外收费的门票价格有点高，就没进,好评
景区文化挺厚，需要解说才好，交通太累，堵车严重，大部分时间在排队乘车上。,好评
进入景区，先看摩崖石刻，在进入灵隐寺，千年古寺，里面布局不错，还有济公传记的庙，别错过了，后山全是竹子，恰好是观世音菩萨成道日，不收门票！与佛有缘！,好评
独自一人，早上7点不到进景区，人比较少，寺里景色秀美，空气清新，钟声缠绕，佛音袅袅，树木葱茏，庙堂环抱……真乃修行，散心，游玩的好地方……,好评
不用取票，直接刷二维码入景区，要想进入灵隐寺得再花30香火钱，不进的话，选择参观另外两个古寺也很好。不是佛教信徒也可以参观游览风景，真的很适合爬爬小山的周末游玩！,好评
这个票非常方便，要是能一起买学生票和老人票就更好了，买了成人的电子票还得去排队买半价票，到那一看全部是带小孩的家长和老人在排队，真的不方便！,好评
地方好是好，就是这收费名义真恶心，鲜花券，鲜花没看到，单独灵隐寺内收费，这样真不好，希望改进下工作。,好评
门口买票排队，果断联网购买，直接优惠10元，进门用身份证一刷即可。前愿已还，再祈新愿，灵得很！,好评
要先进飞来峰然后灵隐寺还要从新买票，如果要去财神殿要不就走路，要不坐索道需要另外购票。整体下来2个小时都比不多了,好评
"不用取票，刷身份证或者短信二维码进，值得一看，风景很好，出来坐那个10块的车很方便,还遇见了佛学院的学生。还有一只性格温和的玳瑁猫。",好评
飞来峰上有灵隐寺，进灵隐寺是要收香火钱的，也就是门票，不网售，就在飞来峰外面都不能买，必须到灵隐寺后再出香火钱的,好评
很不错景色优美有历史文化底蕴门票价格合理没有不合理收费,好评
门票包含飞来峰及永福、韬光二寺，其中韬光寺在山上。灵隐寺需另买30元香花券，但来杭州了，必须得来灵隐寺烧烧香。寺庙里有药师殿、济公殿、伽蓝殿等都非常值得去。,好评
坐缆车上北高峰后下山，半山腰就是灵隐景区，人不算太多，灵隐寺售票处门口可以手机买，进去送香,好评
景点取票流程狠明细，简单一体化到达景区里面风景也狠好整个原生态,好评
网购的票，飞来峰的大门票。进去后要是想进灵隐寺的话还要另外买票。票价不算贵，加在一起也就70多元。学生可买学生票。飞来峰不高，很快爬完了。但这文化胜地，如果没有导游讲解，很多地方看不出所以然来。全程走路三小时就够了。比起10年前来的时候，卖香的不良商业竞争现象没了，可在门口直接领三个清香，挺好。,好评
很漂亮的景点，上飞来峰很有趣，台阶很陡，下边的水也很清澈凉爽,好评
网上购票直接扫二维码入园，很方便！景区环境好绿化佳，飞来峰不是很高，适合家庭亲子游。,好评
非常棒，流水潺潺，梵音缭绕，钟声悠扬，景色清幽，宝相庄严，石刻如生，游人如织，中华文化，源远流长。,好评
风景是不错，绿化率那是相当特别十分极其高，就是五一期间人太太太多。找个人少时候吸吸氧相当不错。,好评
逛街逛累了，非常适合来这放松休闲一下，提前买好门票就更划算了,好评
网上购票真的好方便，还有优惠券可以用，棒棒的，景区也很美丽，不错哟,好评
导游服务周到。现在杭州和苏州纯玩团很好。此项目时候有老人和小孩的，不怎么走路。,好评
在同程上面定的票很优惠，房价也很便宜。三个间滑到一个房间才240块钱，比在店里面订的便宜一半。游玩的也很愉快，有两个大型的表演节目值得看。,好评
挺好的，里边很大，还有罐头，只不过现在灵隐寺的门票与飞来峰门票要分开买，还有一点点麻烦，但是也还好啦，值得推荐。,好评
门票超值，点赞，往返都可以乘坐公交车，距离西湖也很近，好评,好评
票价25，平台和现场一样。附近没有停车场出来以后坐公交去断桥，二元钱内部纯净水五元（断桥三元），饮料十元,好评
岳王庙是来杭旅游必去景点，岳飞是民族英雄，能一睹岳飞生平事迹是一大幸事，离西湖也非常近，去西湖顺便就一块去了,好评
来到西湖，岳王庙还是值得一去，看一下英雄祭拜一下,好评
购票进园都方便推荐使用,好评
很方便，直接扫二维码就可以。带了孩子的家长都在给孩子教育，美中不足有讲解的还要收费，景区为什么不做一些免费的语音解说呢。,好评
计划之外的一个景点，才了解到岳母刺字时的国家背景，精忠报国原本是“尽”忠报国，跪在岳飞墓前叩拜的人是何心情。建议下午四点左右去，天气不热了，而且有旅游团的可以蹭团，听听导游讲解，比自己看有意思,好评
同程还是很给力，出票快，价格实惠。可惜岳王庙收费的做法值得商榷。,好评
尽忠报国，还我河山，岳飞值得后人值得学习。一家人出游，让我们后辈们了解了历史。门票不贵，值得一游。,好评
交通方面可以乘51路、52路、27路、7路、118路至岳庙站，交通十分便利。那里有墓区和庙区，环境还好，去的人不算太多。门票也相当便宜合理。,好评
旅游景点其实不多，门票贵，不合理！园内蚊子超多啊！！！,好评
我觉得岳王庙也是值得一看的，毕竟以前读书经常背《满江红》，岳母刺字，岳飞抗金等的故事都在壁画里面展示出来，民族英雄也不是随随便便说的，精忠报国精神也是在各个时代我们中国儿女需要传承的，反正来了就到处去看一看，这次旅程也挺好的,好评
"每一个时代都有民族的脊梁，乘着国庆前去岳王庙经历一次爱国主义教育的洗礼，感受前人的家国情怀，不禁感叹“青山有幸埋忠骨,白铁无辜铸佞臣”。以史为鉴，也希望这样的悲剧从此不再上演。",好评
总体感觉，杭州这个城市玩的真不错，.大家可以找个机会去玩玩哦，。,好评
很有教育意义的地方，孩子看的很仔细，知道了那段历史。那首诗也能背出来,好评
民族大英雄、值得世人铭记,好评
值得一去，用会员真好！,好评
总体来说还可以，不需要换票直接凭码进去。,好评
不错！精忠报国！秦桧等人！极差！人品非常差！一代南宋名将被害**,好评
挂牌25，网购也是25，一分都不优惠。可惜plus会员次数用完了，不然1块钱就可以了。再说说景点，很有教育意义，就是小了点，带孩子去看看很好。老人也要买票就不值当了。,好评
价格有点贵，忠烈应该让人民群众免费参观，在隔壁的地方应该有讲解，给国人们上爱国主义教育课！,好评
庄严肃穆，环境也很好,好评
爱国青年必须要去的地方我本来是去打算唾弃那4个败类，谁知道他们的上面居然有一个文明观赏，请勿吐痰的牌子,好评
购票方便，直接刷二维码入内，景区不大，半小时看完，对孩子是一次爱国主义教育.,好评
很好的体验看到景点才下单，很快收到短信确认，扫码入园。,好评
购票方便，直接刷二维码进入，不过网上购票和现场购票价钱是一样的。,好评
暑假带孩子来玩的，1元的门票很划算呀！,好评
总体不错，进去方便。,好评
岳英雄千古后辈学习的榜样,好评
真不错，凑字数，就是还得收费,好评
不如汤阴的好，幸亏plus有优惠。,好评
非常好，同程订票很方便，价格比在现场买要便宜，取材也十分方便，以后出门旅行都在同程订票了，哈哈哈。。。。。。。,好评
走走看看～～还好，到此一游～～,好评
带孩子长长知识，值得一去。,好评
可以去看看，值得一去,好评
实用方便，景区环境不错,好评
离香格里拉一步之遥，很不错，一元门票给力,好评
很多旅游团选这个点，建议蹭团听一下，导游说的很详细,好评
不错，可以玩玩的，门票也不贵,好评
景区门票价格实惠，不错的游玩体验,好评
景区门票价格实惠，不错的游玩体验,好评
景区内工作人员服务超级热情，游玩很愉快,好评
景区内工作人员服务超级热情，游玩很愉快,好评
详细介绍了岳飞的生平，对于从小听着评书岳飞传长大的70后，看到的是熟悉的人物故事；对于只知其人的00后，更多的则是对于那段历史的学习了。,好评
入园换票很方便，是一个很棒的游玩体验,好评
不错，非常值得一去。,好评
景区门票价格有点贵，不过总体玩的不错,好评
很方便，直接刷码入园，孩子还享受半价票。,好评
还不错，1元买的门票,好评
挺好的，有优惠，景点也不错,好评
同程购票很方便，景点不错,好评
冲着岳武穆去的，不过25元门票还是贵了,好评
同程vip一元门票非常超值，刷身份证即可入园，非常方便！,好评
也没什么玩的，就是走走看看，去一次就足够了,好评
排队人很多，网购方便很多。,好评
交通攻略：交通很方便,好评
非常方便，不用排队，还有优惠。,好评
瞻仰英雄岳飞，值得一游,好评
这次是带着先生儿子一起来的，挥汗如雨的天气，来感受岳爷爷精忠报国的赤子之心，好好学习一下！,好评
心情有点儿不平静，为岳将军的舍身为国情怀而感动，为奸佞当道谋害忠良而愤怒。英雄千古不朽，恶人遗臭万年！,好评
青山有幸埋忠骨。。。岳爷爷万古流芳。巧遇姜姜华东旅游老师在录视频，蹭到了很多知识点。,好评
购票取票方便，网上买好刷身份证就可以了！,好评
必去的地方，文化底蕴深厚,好评
不错，用了卷更划算了,好评
不错，人不多，方便快捷,好评
让孩子增加了历史知识，值,好评
方便，刷机即进11111,好评
很好，扫码可进，方便。,好评
好好好好好好好好好好好好好好,好评
了解了岳飞庙由来，岳飞的事迹。。。,好评
浩气长存，真的很不错唉,好评
还行吧。小孩爱国主义教育不错。,好评
好好好。。，。。，。,好评
好好好好好好好好好好好好,好评
好好好好好好好好好好好好,好评
岳王爷千古，不错。取票方便。,好评
西湖边，是一处比较不错的人文景观。,好评
不错，缅怀岳武穆，被他的精忠报国的民族大义打动,好评
网上购票方便，刷身份证就可以进。,好评
当时买当时刷身份证进园。,好评
非常的不错，了解了很多的历史经验，里面值得一看,好评
瞻仰民族英雄，儿童免票。,好评
好好好好好好好好好好好好好好好好,好评
出来的快来看一下这个世界,好评
现场买票，立刻能进。省了三块钱,好评
还可以进去以后可以学习历史,好评
不错挺方便的直接扫码进门,好评
方便。随买随用。很不错,好评
网上订票取票方便，还有优惠,好评
好好好好好好好好好好,好评
还不错，民族英雄，深刻的历史教育！,好评
还不错，民族英雄，深刻的历史教育！,好评
好好好好好好好好好好好,好评
好好好好好好好好好好好好,好评
很方便，刷身份证即可入园。,好评
已经多次游览，每次都觉得有不同的感受!,好评
岳爷爷精忠报国，此行受益终生,好评
民族英雄，感人，后世楷模！壮观,好评
怀着学习得精神瞻仰了民族英雄岳飞,好评
很好！大家都该记住民族英雄！！,好评
带小孩去参观很有教育意义。,好评
很好！大家都该记住民族英雄！！,好评
好好好好好好好好好好,好评
好好好好好好好好好好好好,好评
不错的地方！！！！！！！,好评
关门时间过早，去晚了没时间仔细看。,好评
去检票口用手机上的二维码刷一下就好了，很方便,好评
好好好好好好好好好好好,好评
快捷购票方便，值得一看,好评
还不错dhsjsjsjs,好评
很好，有教育意义，感受岳王的爱国思想,好评
购票方便，刷身份证就可以入园方便,好评
精忠报国！！！！！！,好评
精忠报国，纪念抗金英雄岳飞，要去参观呦！,好评
非常不错的地方~~~~~,好评
雨天来岳王庙颇有些肃穆之感,好评
新的滴滴答答滴滴答答滴滴答答的,好评
庙，求神拜佛，祈求大家都平安快乐,好评
可以，小孩教育意义，坟都被他们刨了,好评
好好好！有时间一定去走走！,好评
好好好好好好好好好好好,好评
园区的门票价格真的是便宜，动物也是该有的都有，无话可说，绝对好评！（就是夏天露天动物区域味道有点大）园内食品及冷饮的价格真的服了，外面的3倍之多！,好评
超值的体验孩子们都玩疯了见到好多动物就是天公不作美断断续续的在下雨熊猫馆要也要提前预约的记得买好票在杭州动物园公众号提前预约哦,好评
西湖过去6公里开了一个半小时，停车费贵20元一小时，门票也才20元一个人，打车比较划算，性价比很高的动物园了，逛下来3个小时差不多逛完，不过很多动物下午16:30就见不到了，老虎，熊，猩猩，不知道是不在了还是睡觉了，熊猫馆还在装修应该快了,好评
挺好的，动物园年代比较久，但感觉维护的还不错,好评
动物园环境不错，但是太臭了，没到动物跟前呢，老远就能闻到。景区物价太贵，是正常的三倍以上,好评
好玩好玩，总之花这点钱一个字值。就是看完后打车太难打了，公交又挤**,好评
动物园环境不错，但是太臭了。五一人爆多，景区消费很贵,好评
看到了春生锅锅和香果妹妹,好评
简单方便快捷支付方便,好评
孩子玩得很开心，小动物很可爱,好评
简单方便快捷支付方便快捷,好评
真的很好动物都很听话非常可爱,好评
方便快捷还有优惠，此乐何极,好评
方便快捷实惠非常满意,好评
很好.动物很多很适合家长带着孩子,好评
里面地方挺大的。看看动物，踏踏青，蛮不错的选择，才20元门票。带小孩去的，小孩自己不爬山要我抱，累的要**。里面卖的东西特别的贵，金鱼旁边看杂技表演时，有人来卖烤肠，不问客人是否需要，直接给每个小孩，小孩们一看都要，然后收费，这样有利用小孩，强制大人消费的行为，让我很不高兴。游玩出来后交通有点拥堵，毕竟是景区。其他总体不错，对的起这个门牌价格。,好评
这次的游玩真是一波几折啊，一言难尽。不过最后都是很圆满的。同程有个不好的地方是一个订单买多张票，但是如果消费入园的人只有一个两个，那么它也是一同刷掉，消费了。所以个人觉得同程需改进。景区附近单行线需停车走进去，不过那里的停车费好贵，一小时是10块钱。动物园门票是超级划算，里面的动物品种丰富，节目表演不断。山里的环境超级赞！,好评
我是自己开车去的，宝宝比较小所以开车方便，我询问了下坐动车去的话到杭州动物园还有11公里左右。旁边就有停车场，收费10元每小时。景区挺大的，怎么说呢，感觉不适合夏天去，好多动物不出来都躲起来乘凉了，我运气还算好，看到老虎出来走了一下又回洞里，好多动物都只能在外面看到他们在房子里面，还有长劲鹿也出来一会进去了，也行真的太热了，带宝宝去带了推车，真的不方便，爬山带着推车上下，不带也不行，这么热的天抱着都出汗了，大家最好找一天天气好点去,好评
第一次来杭州，大体和苏州差不多道路情况复杂了些，先去了西湖，说实话有些小失望，和金鸡湖，差不多且由于停车问题浪费了些时间，午饭都到一点了才吃，行程有些紧张，原计划1点半到动物园的变成了3点半，不过好在没失望，除了大象长颈鹿外没看到其他都有，关键在临走时看到了海狮表演，有了一个完美的收官，还是不错的一次体验,好评
动物园价格真的很优惠，动物也很多，孩子玩的很开心，就是停车费太贵，简直是抢钱，一个小时30元，杭州我不会再想来了，我们外地人出行都是根据导航，但杭州规律太多，不是城市建设封路就是限号出行，我们差一点就没办法导航到高速，不停地在原地打转浪费了不少时间，原计划三个多小时返程的却花了5个小时，真的怨声载道，真心不喜欢杭州。,好评
景区交通那个堵啊，从雷峰塔景那一直堵到动物园，不管是去还是回，不过同程买票还是挺便捷，入园也挺顺利，我们一家三口几乎看遍所有动物，还看了一场杂技表演，动物种类挺多的，票价也便宜，是性价比蛮高的一次旅途。,好评
很满意，刚进去就观看了表演，高空飞人，杂技，非常好看。里面动物也挺多的，很喜欢，和爸爸妈妈一起玩得很开心。价格也比较划算，不贵。购买电子票的话，就不用去排队买票了，还是很便捷的。但是退票会有点麻烦，因为要提前一天退票。总体行程很愉快,好评
门票很值，这么大的动物园才20块。可是停车费太贵了，大年初一的停车费涨到了30块一小时。动物园环境挺好，动物也多。可惜我们去的时候是下午，好多动物都在睡午觉。动物园在山上，小孩的推推车就成了累赘。,好评
景区交通那个堵啊，从雷峰塔景那一直堵到动物园，不管是去还是回，不过同程买票还是挺便捷，入园也挺顺利，我们一家三口几乎看遍所有动物，还看了一场杂技表演，动物种类挺多的，票价也便宜，是性价比蛮高的一次旅途。,好评
门票便宜，动物种类很多，吃的不多泡面10元，多数旅游景点套入，要自带吃的。西湖附近限单双车牌号，郁闷，好不容易到动物园居然开车停车场太小已满不让停态度还差，马路一路贴条，醉,好评
动物园依山而建，设施比较老了，但是动物还挺多的，老虎、狮子、大象、海豹、熊猫、狗熊等等都有，还有海狮表演和杂技表演，性价比非常好。特别是同程plus只要1元，非常给力！只是节假日停车要30元/小时，太贵了,好评
心心念念的杭州动物园终于来了，大人每人20元的票价，里面有飞禽，猛禽，水禽等，个人感觉20元门票还是挺值的。当然了，如果你没带够零食，里面的食品肯定贵了，如：矿泉水5元一瓶，方便面冲好10元一盒，烤香肠5元一根等，哪怕我们买了他们的许多小吃，也没有免费的开水给你倒。还有杂技表演有拍照30元一张，海豹喂食5元每人，其他拍照也是30元统一价，旅游区价位应该都能理解。哈哈，自己琢磨，希望对没去过的你们能有所帮助！,好评
同程plus订的票。价格非常的实在。几乎等同于免费的。里面的动物种类很齐全。游玩设施，价格也不贵。中餐是快餐厅吃的套餐。20元一份，挺好的。杭州动物园还是值得一去的。开始的时候计划游玩两小时。结果整整在里面呆了五小时。小家伙还是意犹未尽。里面海狮表演和杂技表演很好看。还和海狮合照了。真的挺不错。,好评
时隔一年半故地重游感觉人气旺了还多了杂技魔术表演20元门票太值了小朋友喜欢动物就来动物园看看,好评
环境很不错的，动物种类繁多，蛇、大象、熊块头都很大，去的时候刚好看到孔雀开屏，哇……好好看哦，猴子很可爱，品种也多，总之是很值得一去。,好评
plus会员门票1元，一家三口在里面玩了2-3个小时，可能天气原因，熊猫只能在室内看，总体来说还是不错的，门口直接刷二维码入园，很方便。,好评
提前在同程旅游上订好了票，但到了景区门口发现**在做推广订票立减五元，，虽然就20的门票但肯定哪个划算订哪个。。。nn杭州动物园开了还是蛮久的，里面的动物也年纪蛮大了，还有动物园一边通向儿童公园一边通向虎跑也蛮方便の，，nn现在感觉去动物园更多是以小朋友为主，大人都是陪着去比较多，看到有好几处在修缮比如猩猩区，，这里还是有很多童年的回忆，**桶也蛮多的，清洁工也经常巡逻卫生还是不错的,好评
真的很值，票价便宜，里面的动物挺多的，老虎狮子都有的，玩的很开心，女儿还叫着下次还要去！,好评
依山而建的杭州动物园，超高性价比，该有的都有，杂技表演和海狮表演很赞，重要的是门票只要20，1.5以下儿童半价，有孩子的极力推荐,好评
动物园很不错，动物种类很多，票价也不贵，我们一大波人带着娃娃去的，娃娃很开心，熊猫也有，只是我们没有看到，总之是一次不错的旅行,好评
20元还是很划算的，有自己喜欢的动物，东西不多，2个小时左右就可以看完。把车停在边上或者门口路上的停车场，每个小时10元。也可以在园中去儿童公园或者虎跑公园，记得门口买套票更划算哦！,好评
不管老虎，大猩猩，还是其他动物都很有生机，不是一睡到底，海狮表演也可媲美香港海洋公园了。花了50元与海狮照像，海狮亲吻头发时，一秒钟出戏。5元钱可以喂食海豹。,好评
